distortion,param_name,param_value,level,true_label,predicted,word_correct,char_correct
blur,radius,1.1,3,i3D6c,i3D6c,1,5
blur,radius,1.1,3,NAErf,NAErf,1,5
blur,radius,1.1,3,BYxfA,BYxiA,0,4
blur,radius,1.1,3,WlOpY,WIOpY,0,4
blur,radius,1.1,3,C8pYc,c8pYc,0,4
blur,radius,1.1,3,65WJj,65WJj,1,5
blur,radius,1.1,3,8tIhU,8tlhU,0,4
blur,radius,1.1,3,a0G7G,aOG7G,0,4
blur,radius,1.1,3,6JGmI,6JGmI,1,5
blur,radius,1.1,3,1saKV,1sakv,0,3
blur,radius,1.1,3,WYvTZ,wYvrz,0,2
blur,radius,1.1,3,ULtbO,uLtbO,0,4
blur,radius,1.1,3,ZRspw,zRspw,0,4
blur,radius,1.1,3,UV911,uv911,0,3
blur,radius,1.1,3,pePNl,pePNl,1,5
blur,radius,1.1,3,C0qNZ,cOqNz,0,2
blur,radius,1.1,3,23KL2,23KL2,1,5
blur,radius,1.1,3,lhPcy,lhPcy,1,5
blur,radius,1.1,3,u32K7,u32K7,1,5
blur,radius,1.1,3,yecvR,yecvR,1,5
blur,radius,1.1,3,KOYK1,KOYK1,1,5
blur,radius,1.1,3,8KYWk,8KYWk,1,5
blur,radius,1.1,3,phdsA,phdsA,1,5
blur,radius,1.1,3,OBad7,OBad7,1,5
blur,radius,1.1,3,YqVlY,Yqv1Y,0,3
blur,radius,1.1,3,hjc2T,hjc2r,0,4
blur,radius,1.1,3,WZlQJ,WziQJ,0,3
blur,radius,1.1,3,56zBQ,56zBQ,1,5
blur,radius,1.1,3,BDVK0,BDvKO,0,3
blur,radius,1.1,3,Lsw8J,Lsw8J,1,5
blur,radius,1.1,3,Lht6Y,Lht6Y,1,5
blur,radius,1.1,3,BjWrS,BjWrs,0,4
blur,radius,1.1,3,EP5Wq,EP5Wq,1,5
blur,radius,1.1,3,wBPnM,wBPnM,1,5
blur,radius,1.1,3,LFCdV,LFcdv,0,3
blur,radius,1.1,3,ZHn3e,zHn3e,0,4
blur,radius,1.1,3,M5aLk,M5aLk,1,5
blur,radius,1.1,3,45Chc,45Chc,1,5
blur,radius,1.1,3,v2hq0,v2hqO,0,4
blur,radius,1.1,3,n7qQj,n7qQj,1,5
blur,radius,1.1,3,QY6BX,QY6Bx,0,4
blur,radius,1.1,3,iXE63,ixE63,0,4
blur,radius,1.1,3,DgU9D,DgU9D,1,5
blur,radius,1.1,3,08d2g,O8d2g,0,4
blur,radius,1.1,3,2bdHG,2bdHG,1,5
blur,radius,1.1,3,qlAnS,qIAns,0,3
blur,radius,1.1,3,qxVQc,qxvQc,0,4
blur,radius,1.1,3,7AzM2,7AzM2,1,5
blur,radius,1.1,3,fE91j,fE91j,1,5
blur,radius,1.1,3,XDfI2,xDf12,0,3
blur,radius,1.1,3,pEAQj,pEAQj,1,5
blur,radius,1.1,3,n7pmv,n7pmv,1,5
blur,radius,1.1,3,i75Yq,i75Yq,1,5
blur,radius,1.1,3,s8Nrx,s8Nrx,1,5
blur,radius,1.1,3,dy6dJ,dy6dJ,1,5
blur,radius,1.1,3,5EJq5,5EJq5,1,5
blur,radius,1.1,3,xHuf0,xHufO,0,4
blur,radius,1.1,3,166zK,166zK,1,5
blur,radius,1.1,3,8TLt0,8TLtO,0,4
blur,radius,1.1,3,GTTZX,GTIzx,0,2
blur,radius,1.1,3,34dyX,34dyx,0,4
blur,radius,1.1,3,ss7aZ,ss7az,0,4
blur,radius,1.1,3,Ukgw3,Ukgw3,1,5
blur,radius,1.1,3,t8e0P,t8eOP,0,4
blur,radius,1.1,3,OL85u,OL85u,1,5
blur,radius,1.1,3,38w10,38w1O,0,4
blur,radius,1.1,3,3pUKt,3pUKt,1,5
blur,radius,1.1,3,ONqNH,ONqNH,1,5
blur,radius,1.1,3,ArXeq,ArXeq,1,5
blur,radius,1.1,3,GUkgN,GUkgN,1,5
blur,radius,1.1,3,XZGQg,xzGQg,0,3
blur,radius,1.1,3,UV17n,uv17n,0,3
blur,radius,1.1,3,eQsCi,eQsci,0,4
blur,radius,1.1,3,OQWvo,OQWve,0,4
blur,radius,1.1,3,8AOxb,8AOxb,1,5
blur,radius,1.1,3,vgIFD,vglFD,0,4
blur,radius,1.1,3,S5Rmg,s5Rmg,0,4
blur,radius,1.1,3,IjQgf,IjQgf,1,5
blur,radius,1.1,3,akcH1,akcH1,1,5
blur,radius,1.1,3,KKJm8,kKKJm8,0,1
blur,radius,1.1,3,xTtqk,xTtqk,1,5
blur,radius,1.1,3,dtDvO,dtDvO,1,5
blur,radius,1.1,3,lLF7Y,lLF7Y,1,5
blur,radius,1.1,3,tCign,tCign,1,5
blur,radius,1.1,3,Edwda,Edwda,1,5
blur,radius,1.1,3,0FysH,OFysH,0,4
blur,radius,1.1,3,B6bRc,B6bRc,1,5
blur,radius,1.1,3,7tTVW,7trvw,0,2
blur,radius,1.1,3,7Vy3u,7vy3u,0,4
blur,radius,1.1,3,SpbEn,spbEn,0,4
blur,radius,1.1,3,uMkuC,uMkuc,0,4
blur,radius,1.1,3,fITtE,f1TtE,0,4
blur,radius,1.1,3,n6OMG,n6OMG,1,5
blur,radius,1.1,3,g9soP,g9seP,0,4
blur,radius,1.1,3,bxMGc,bxMGc,1,5
blur,radius,1.1,3,KU6qq,KU6qq,1,5
blur,radius,1.1,3,f59xL,f59xL,1,5
blur,radius,1.5,4,s1jbe,s1lbe,0,4
blur,radius,1.5,4,4sI34,4sI34,1,5
blur,radius,1.5,4,tKx7U,ukw7u,0,1
blur,radius,1.5,4,Oucqi,Oucqi,1,5
blur,radius,1.5,4,gc54X,gc54x,0,4
blur,radius,1.5,4,sJRm1,sJRm1,1,5
blur,radius,1.5,4,g9q5K,g9gq5k,0,2
blur,radius,1.5,4,qicVz,qIcvz,0,3
blur,radius,1.5,4,6UFX1,6uFx1,0,3
blur,radius,1.5,4,pUpGJ,pupGJ,0,4
blur,radius,1.5,4,leunw,Ieunw,0,4
blur,radius,1.5,4,vwgd3,wgc3,0,0
blur,radius,1.5,4,sKDQl,skDai,0,2
blur,radius,1.5,4,h87sr,n87sr,0,4
blur,radius,1.5,4,lfqFS,IfqqFs,0,2
blur,radius,1.5,4,qMQlR,qMQIR,0,4
blur,radius,1.5,4,IIkE4,IlkE4,0,4
blur,radius,1.5,4,eu8aI,eu8aI,1,5
blur,radius,1.5,4,RsRz4,RsRz4,1,5
blur,radius,1.5,4,440sK,44Osk,0,3
blur,radius,1.5,4,WlCO7,wIcO7,0,2
blur,radius,1.5,4,It1Ds,Ir1Os,0,3
blur,radius,1.5,4,rMZYY,rMzYY,0,4
blur,radius,1.5,4,2sPmb,2sPmb,1,5
blur,radius,1.5,4,LVLm2,tvLm2,0,3
blur,radius,1.5,4,mHloO,mHIeO,0,3
blur,radius,1.5,4,bKPWn,bkPWn,0,4
blur,radius,1.5,4,apMaq,apMaq,1,5
blur,radius,1.5,4,n7rfd,n7rrd,0,4
blur,radius,1.5,4,AAbdR,Ax6dR,0,3
blur,radius,1.5,4,85uGl,85uGI,0,4
blur,radius,1.5,4,KJC8h,kJc8h,0,3
blur,radius,1.5,4,pJ7fu,pJ7tu,0,4
blur,radius,1.5,4,8uqwc,8uqwc,1,5
blur,radius,1.5,4,VG3Gu,vG3Gu,0,4
blur,radius,1.5,4,GmF0m,GmFOm,0,4
blur,radius,1.5,4,GYsdS,gYsds,0,3
blur,radius,1.5,4,s9LYo,s9LYe,0,4
blur,radius,1.5,4,4ubvr,4ubvr,1,5
blur,radius,1.5,4,4C0FS,4cOFs,0,2
blur,radius,1.5,4,L9Als,t9AIs,0,3
blur,radius,1.5,4,piw8u,piw8u,1,5
blur,radius,1.5,4,x68PH,x68PH,1,5
blur,radius,1.5,4,kIbuV,kIbvuv,0,3
blur,radius,1.5,4,ZVhNj,zvnNj,0,2
blur,radius,1.5,4,k9W7y,tgW7y,0,3
blur,radius,1.5,4,13EPa,13EPa,1,5
blur,radius,1.5,4,QvGxf,avGxI,0,3
blur,radius,1.5,4,Dgt3G,Dgt3G,1,5
blur,radius,1.5,4,uuuIV,uuIv,0,2
blur,radius,1.5,4,iSQaJ,isQaJ,0,4
blur,radius,1.5,4,5lizu,5Iizu,0,4
blur,radius,1.5,4,eKUJC,ekuJc,0,2
blur,radius,1.5,4,ukxaD,uIxaD,0,4
blur,radius,1.5,4,GT8xC,GT8xc,0,4
blur,radius,1.5,4,VDKuk,vDkuk,0,3
blur,radius,1.5,4,EnUYx,EnuYx,0,4
blur,radius,1.5,4,Lb6bF,ub6bF,0,4
blur,radius,1.5,4,yInn4,yInn4,1,5
blur,radius,1.5,4,cEJsK,cEJsk,0,4
blur,radius,1.5,4,1hBhE,1nBhE,0,4
blur,radius,1.5,4,Ttaby,Treaby,0,1
blur,radius,1.5,4,qeQ1k,qeQ1k,1,5
blur,radius,1.5,4,ijCPD,iCcPD,0,3
blur,radius,1.5,4,gvhNG,gvhNG,1,5
blur,radius,1.5,4,PVbAc,PvbAc,0,4
blur,radius,1.5,4,DAoot,DA6et,0,3
blur,radius,1.5,4,Hagc6,Hagc6,1,5
blur,radius,1.5,4,C9rsA,cgrsA,0,3
blur,radius,1.5,4,k1QXs,14Qxs,0,2
blur,radius,1.5,4,O0LII,OtIi,0,1
blur,radius,1.5,4,0qDUd,OqDud,0,3
blur,radius,1.5,4,9ezdG,9ezdG,1,5
blur,radius,1.5,4,TvKYK,rvkYk,0,2
blur,radius,1.5,4,A3Jao,A3Jae,0,4
blur,radius,1.5,4,BhFDo,BhFDe,0,4
blur,radius,1.5,4,CKKRl,ckkRi,0,1
blur,radius,1.5,4,zYgfL,zYgft,0,4
blur,radius,1.5,4,ptU3R,ptu3R,0,4
blur,radius,1.5,4,x6qzt,x6qzi,0,4
blur,radius,1.5,4,yB7XF,yB7xF,0,4
blur,radius,1.5,4,Q72kc,a72kc,0,4
blur,radius,1.5,4,dJX2J,aJx2J,0,3
blur,radius,1.5,4,F6ZjE,F6zjE,0,4
blur,radius,1.5,4,ZVbE7,zvbE7,0,3
blur,radius,1.5,4,KB0wx,k8Owx,0,2
blur,radius,1.5,4,741tE,741tE,1,5
blur,radius,1.5,4,JbR1k,JbR1x,0,4
blur,radius,1.5,4,cqvPz,cqvPz,1,5
blur,radius,1.5,4,9BIwy,9BIwy,1,5
blur,radius,1.5,4,bn6PU,bn6Pu,0,4
blur,radius,1.5,4,9dKLI,9cktI,0,2
blur,radius,1.5,4,DBlKs,DBIks,0,3
blur,radius,1.5,4,KyGE4,kyGE4,0,4
blur,radius,1.5,4,TdReG,rdReG,0,4
blur,radius,1.5,4,6dtP1,6dtP1,1,5
blur,radius,1.5,4,VDDBl,vDDBI,0,3
blur,radius,1.5,4,O1Bvt,O1va,0,2
blur,radius,1.5,4,XBk4Q,x8k4a,0,2
blur,radius,1.5,4,CVjZy,cvIzy,0,1
blur,radius,1.5,4,r1rlX,r1rIx,0,3
blur,radius,1.5,4,iGgk4,iGgk4,1,5
blur,radius,1.5,4,BjXg3,Bjxg3,0,4
blur,radius,1.5,4,i3D6c,i3D6c,1,5
blur,radius,1.5,4,NAErf,NAErf,1,5
blur,radius,1.5,4,BYxfA,BYixA,0,3
blur,radius,1.5,4,WlOpY,WIOpY,0,4
blur,radius,1.5,4,C8pYc,c8pYc,0,4
blur,radius,1.5,4,65WJj,65WJj,1,5
blur,radius,1.5,4,8tIhU,8tlhu,0,3
blur,radius,1.5,4,a0G7G,aOG7G,0,4
blur,radius,1.5,4,6JGmI,6JGmI,1,5
blur,radius,1.5,4,1saKV,1sakv,0,3
blur,radius,1.5,4,WYvTZ,wYvrz,0,2
blur,radius,1.5,4,ULtbO,utbO,0,0
blur,radius,1.5,4,ZRspw,zRspw,0,4
blur,radius,1.5,4,UV911,uv941,0,2
blur,radius,1.5,4,pePNl,pePNI,0,4
blur,radius,1.5,4,C0qNZ,cOqNz,0,2
blur,radius,1.5,4,23KL2,23kt2,0,3
blur,radius,1.5,4,lhPcy,lhPcy,1,5
blur,radius,1.5,4,u32K7,u32k7,0,4
blur,radius,1.5,4,yecvR,yecvR,1,5
blur,radius,1.5,4,KOYK1,kOYk1,0,3
blur,radius,1.5,4,8KYWk,8kYWk,0,4
blur,radius,1.5,4,phdsA,phdsA,1,5
blur,radius,1.5,4,OBad7,OBad7,1,5
blur,radius,1.5,4,YqVlY,YqvrY,0,3
blur,radius,1.5,4,hjc2T,hIc2r,0,3
blur,radius,1.5,4,WZlQJ,WziQJ,0,3
blur,radius,1.5,4,56zBQ,56z8a,0,3
blur,radius,1.5,4,BDVK0,BDvkO,0,2
blur,radius,1.5,4,Lsw8J,tsw8J,0,4
blur,radius,1.5,4,Lht6Y,tht6Y,0,4
blur,radius,1.5,4,BjWrS,BjWrs,0,4
blur,radius,1.5,4,EP5Wq,EP5Wq,1,5
blur,radius,1.5,4,wBPnM,w8PnM,0,4
blur,radius,1.5,4,LFCdV,uFcdv,0,2
blur,radius,1.5,4,ZHn3e,zHn3e,0,4
blur,radius,1.5,4,M5aLk,15atk,0,3
blur,radius,1.5,4,45Chc,45chc,0,4
blur,radius,1.5,4,v2hq0,v2hqO,0,4
blur,radius,1.5,4,n7qQj,n7qaj,0,4
blur,radius,1.5,4,QY6BX,aY6Bx,0,3
blur,radius,1.5,4,iXE63,ixE63,0,4
blur,radius,1.5,4,DgU9D,Dgu9D,0,4
blur,radius,1.5,4,08d2g,O8d2g,0,4
blur,radius,1.5,4,2bdHG,2bdHG,1,5
blur,radius,1.5,4,qlAnS,qIrns,0,2
blur,radius,1.5,4,qxVQc,qxvQc,0,4
blur,radius,1.5,4,7AzM2,7AzM2,1,5
blur,radius,1.5,4,fE91j,fE91j,1,5
blur,radius,1.5,4,XDfI2,xOf12,0,2
blur,radius,1.5,4,pEAQj,pEAej,0,4
blur,radius,1.5,4,n7pmv,n7pmv,1,5
blur,radius,1.5,4,i75Yq,i75Yq,1,5
blur,radius,1.5,4,s8Nrx,s8Nnr,0,3
blur,radius,1.5,4,dy6dJ,dy6aJ,0,4
blur,radius,1.5,4,5EJq5,5EJq5,1,5
blur,radius,1.5,4,xHuf0,xHufO,0,4
blur,radius,1.5,4,166zK,166zk,0,4
blur,radius,1.5,4,8TLt0,8TttO,0,3
blur,radius,1.5,4,GTTZX,GTIzx,0,2
blur,radius,1.5,4,34dyX,34dyx,0,4
blur,radius,1.5,4,ss7aZ,ss7az,0,4
blur,radius,1.5,4,Ukgw3,ukgw3,0,4
blur,radius,1.5,4,t8e0P,t8eOP,0,4
blur,radius,1.5,4,OL85u,OL85u,1,5
blur,radius,1.5,4,38w10,38w1O,0,4
blur,radius,1.5,4,3pUKt,3pukt,0,3
blur,radius,1.5,4,ONqNH,ONqNH,1,5
blur,radius,1.5,4,ArXeq,Arxeq,0,4
blur,radius,1.5,4,GUkgN,GukgN,0,4
blur,radius,1.5,4,XZGQg,xzGQg,0,3
blur,radius,1.5,4,UV17n,uv17n,0,3
blur,radius,1.5,4,eQsCi,eQsci,0,4
blur,radius,1.5,4,OQWvo,eQwve,0,2
blur,radius,1.5,4,8AOxb,8AOxb,1,5
blur,radius,1.5,4,vgIFD,vglFD,0,4
blur,radius,1.5,4,S5Rmg,s5Rmg,0,4
blur,radius,1.5,4,IjQgf,IjQgf,1,5
blur,radius,1.5,4,akcH1,akcH1,1,5
blur,radius,1.5,4,KKJm8,kkJm8,0,3
blur,radius,1.5,4,xTtqk,xriqk,0,3
blur,radius,1.5,4,dtDvO,dtDvO,1,5
blur,radius,1.5,4,lLF7Y,ILF7Y,0,4
blur,radius,1.5,4,tCign,tcign,0,4
blur,radius,1.5,4,Edwda,Edwda,1,5
blur,radius,1.5,4,0FysH,OFysH,0,4
blur,radius,1.5,4,B6bRc,B6bRc,1,5
blur,radius,1.5,4,7tTVW,7trwvw,0,2
blur,radius,1.5,4,7Vy3u,7vy3u,0,4
blur,radius,1.5,4,SpbEn,spbEn,0,4
blur,radius,1.5,4,uMkuC,uMkuc,0,4
blur,radius,1.5,4,fITtE,f1rtE,0,3
blur,radius,1.5,4,n6OMG,n6OMG,1,5
blur,radius,1.5,4,g9soP,g9seP,0,4
blur,radius,1.5,4,bxMGc,bxMGc,1,5
blur,radius,1.5,4,KU6qq,ku6qq,0,3
blur,radius,1.5,4,f59xL,f59xt,0,4
blur,radius,2.0,5,s1jbe,s1lta,0,2
blur,radius,2.0,5,4sI34,4sr34,0,4
blur,radius,2.0,5,tKx7U,rxr7u,0,1
blur,radius,2.0,5,Oucqi,eucai,0,3
blur,radius,2.0,5,gc54X,gcs4x,0,3
blur,radius,2.0,5,sJRm1,sJRm1,1,5
blur,radius,2.0,5,g9q5K,g9q5k,0,4
blur,radius,2.0,5,qicVz,qicvz,0,4
blur,radius,2.0,5,6UFX1,6uFx1,0,3
blur,radius,2.0,5,pUpGJ,euecu,0,0
blur,radius,2.0,5,leunw,1eunw,0,4
blur,radius,2.0,5,vwgd3,wgc3,0,0
blur,radius,2.0,5,sKDQl,sxOai,0,1
blur,radius,2.0,5,h87sr,n87sr,0,4
blur,radius,2.0,5,lfqFS,rfqFs,0,3
blur,radius,2.0,5,qMQlR,qNerR,0,2
blur,radius,2.0,5,IIkE4,IE4,0,1
blur,radius,2.0,5,eu8aI,ev8aI,0,4
blur,radius,2.0,5,RsRz4,RsRz4,1,5
blur,radius,2.0,5,440sK,4scsx,0,2
blur,radius,2.0,5,WlCO7,wrcO7,0,2
blur,radius,2.0,5,It1Ds,1nrOs,0,1
blur,radius,2.0,5,rMZYY,ruzrr,0,1
blur,radius,2.0,5,2sPmb,2ePnb,0,3
blur,radius,2.0,5,LVLm2,tvtn2,0,1
blur,radius,2.0,5,mHloO,mHieO,0,3
blur,radius,2.0,5,bKPWn,uxP8n,0,2
blur,radius,2.0,5,apMaq,aeubq,0,2
blur,radius,2.0,5,n7rfd,n7rrd,0,4
blur,radius,2.0,5,AAbdR,xuaIR,0,1
blur,radius,2.0,5,85uGl,gsuGi,0,2
blur,radius,2.0,5,KJC8h,rJc8n,0,2
blur,radius,2.0,5,pJ7fu,eJ7tu,0,3
blur,radius,2.0,5,8uqwc,8uqwc,1,5
blur,radius,2.0,5,VG3Gu,vG3Gu,0,4
blur,radius,2.0,5,GmF0m,GmFtm,0,4
blur,radius,2.0,5,GYsdS,Gvsds,0,3
blur,radius,2.0,5,s9LYo,s9tre,0,2
blur,radius,2.0,5,4ubvr,4Ivr,0,1
blur,radius,2.0,5,4C0FS,4cuFs,0,2
blur,radius,2.0,5,L9Als,t9nis,0,2
blur,radius,2.0,5,piw8u,eiw8u,0,4
blur,radius,2.0,5,x68PH,r68Pu,0,3
blur,radius,2.0,5,kIbuV,uIsvuv,0,1
blur,radius,2.0,5,ZVhNj,zvnNI,0,1
blur,radius,2.0,5,k9W7y,ig87v,0,1
blur,radius,2.0,5,13EPa,13EPa,1,5
blur,radius,2.0,5,QvGxf,avciI,0,1
blur,radius,2.0,5,Dgt3G,pgi3G,0,3
blur,radius,2.0,5,uuuIV,uuIv,0,2
blur,radius,2.0,5,iSQaJ,iseaJ,0,3
blur,radius,2.0,5,5lizu,sizu,0,0
blur,radius,2.0,5,eKUJC,exuJc,0,2
blur,radius,2.0,5,ukxaD,u1sap,0,2
blur,radius,2.0,5,GT8xC,grgrc,0,0
blur,radius,2.0,5,VDKuk,vpkut,0,1
blur,radius,2.0,5,EnUYx,EnuYr,0,3
blur,radius,2.0,5,Lb6bF,uvceF,0,1
blur,radius,2.0,5,yInn4,rnm4,0,0
blur,radius,2.0,5,cEJsK,ceJsx,0,3
blur,radius,2.0,5,1hBhE,1nBne,0,2
blur,radius,2.0,5,Ttaby,rby,0,0
blur,radius,2.0,5,qeQ1k,qcQ1t,0,3
blur,radius,2.0,5,ijCPD,ircPO,0,2
blur,radius,2.0,5,gvhNG,gvrtG,0,3
blur,radius,2.0,5,PVbAc,Pvrxc,0,2
blur,radius,2.0,5,DAoot,bxiai,0,0
blur,radius,2.0,5,Hagc6,Hs9c6,0,3
blur,radius,2.0,5,C9rsA,c1rra,0,1
blur,radius,2.0,5,k1QXs,1nexs,0,1
blur,radius,2.0,5,O0LII,eui,0,0
blur,radius,2.0,5,0qDUd,OqOud,0,2
blur,radius,2.0,5,9ezdG,gar8G,0,1
blur,radius,2.0,5,TvKYK,rskrx,0,0
blur,radius,2.0,5,A3Jao,x3Jae,0,3
blur,radius,2.0,5,BhFDo,Bhrne,0,2
blur,radius,2.0,5,CKKRl,ckxRu,0,1
blur,radius,2.0,5,zYgfL,zreft,0,2
blur,radius,2.0,5,ptU3R,eiu3R,0,2
blur,radius,2.0,5,x6qzt,r8aza,0,1
blur,radius,2.0,5,yB7XF,r87xr,0,1
blur,radius,2.0,5,Q72kc,a72ic,0,3
blur,radius,2.0,5,dJX2J,aJx2J,0,3
blur,radius,2.0,5,F6ZjE,f6zit,0,1
blur,radius,2.0,5,ZVbE7,zvet7,0,1
blur,radius,2.0,5,KB0wx,rsiiw,0,0
blur,radius,2.0,5,741tE,741tE,1,5
blur,radius,2.0,5,JbR1k,JeR1r,0,3
blur,radius,2.0,5,cqvPz,eqvPz,0,4
blur,radius,2.0,5,9BIwy,g8Ixw,0,1
blur,radius,2.0,5,bn6PU,bn6Pu,0,4
blur,radius,2.0,5,9dKLI,garu,0,0
blur,radius,2.0,5,DBlKs,p8Irs,0,1
blur,radius,2.0,5,KyGE4,krct4,0,1
blur,radius,2.0,5,TdReG,rsReG,0,3
blur,radius,2.0,5,6dtP1,6atP1,0,4
blur,radius,2.0,5,VDDBl,ve8I,0,0
blur,radius,2.0,5,O1Bvt,e1sa,0,1
blur,radius,2.0,5,XBk4Q,x8t4a,0,1
blur,radius,2.0,5,CVjZy,cvIzv,0,0
blur,radius,2.0,5,r1rlX,r1rix,0,3
blur,radius,2.0,5,iGgk4,icgI4,0,3
blur,radius,2.0,5,BjXg3,BIxg3,0,3
blur,radius,2.0,5,i3D6c,i3Occ,0,3
blur,radius,2.0,5,NAErf,1itr,0,1
blur,radius,2.0,5,BYxfA,BIrra,0,1
blur,radius,2.0,5,WlOpY,w1OeY,0,2
blur,radius,2.0,5,C8pYc,c8eYe,0,2
blur,radius,2.0,5,65WJj,65WJI,0,4
blur,radius,2.0,5,8tIhU,8tinu,0,2
blur,radius,2.0,5,a0G7G,avG7s,0,3
blur,radius,2.0,5,6JGmI,6JGmI,1,5
blur,radius,2.0,5,1saKV,1eakv,0,2
blur,radius,2.0,5,WYvTZ,wrvrz,0,1
blur,radius,2.0,5,ULtbO,utsO,0,0
blur,radius,2.0,5,ZRspw,zRspw,0,4
blur,radius,2.0,5,UV911,uv91,0,2
blur,radius,2.0,5,pePNl,reNi,0,1
blur,radius,2.0,5,C0qNZ,ctqNz,0,2
blur,radius,2.0,5,23KL2,23ru2,0,3
blur,radius,2.0,5,lhPcy,1nPcy,0,3
blur,radius,2.0,5,u32K7,u32xv,0,3
blur,radius,2.0,5,yecvR,reccvR,0,2
blur,radius,2.0,5,KOYK1,xOYx1,0,3
blur,radius,2.0,5,8KYWk,gkr8i,0,0
blur,radius,2.0,5,phdsA,ehcsa,0,2
blur,radius,2.0,5,OBad7,e8ss7,0,1
blur,radius,2.0,5,YqVlY,YqIvr,0,2
blur,radius,2.0,5,hjc2T,nIc2r,0,2
blur,radius,2.0,5,WZlQJ,wzieJ,0,1
blur,radius,2.0,5,56zBQ,56r8e,0,2
blur,radius,2.0,5,BDVK0,BOvxO,0,1
blur,radius,2.0,5,Lsw8J,tsws8J,0,2
blur,radius,2.0,5,Lht6Y,tnI6v,0,1
blur,radius,2.0,5,BjWrS,BjWrs,0,4
blur,radius,2.0,5,EP5Wq,te58a,0,1
blur,radius,2.0,5,wBPnM,w8Pnw,0,3
blur,radius,2.0,5,LFCdV,uFcsv,0,1
blur,radius,2.0,5,ZHn3e,zHn3e,0,4
blur,radius,2.0,5,M5aLk,1rstu,0,0
blur,radius,2.0,5,45Chc,4scnc,0,2
blur,radius,2.0,5,v2hq0,v2raO,0,2
blur,radius,2.0,5,n7qQj,n7sei,0,2
blur,radius,2.0,5,QY6BX,aY68x,0,2
blur,radius,2.0,5,iXE63,ixe63,0,3
blur,radius,2.0,5,DgU9D,ngu9O,0,2
blur,radius,2.0,5,08d2g,u8c29,0,2
blur,radius,2.0,5,2bdHG,2eaHG,0,3
blur,radius,2.0,5,qlAnS,qlrns,0,3
blur,radius,2.0,5,qxVQc,qrvec,0,2
blur,radius,2.0,5,7AzM2,7fuw2,0,2
blur,radius,2.0,5,fE91j,fE91i,0,4
blur,radius,2.0,5,XDfI2,xi112,0,1
blur,radius,2.0,5,pEAQj,eEAei,0,2
blur,radius,2.0,5,n7pmv,n7emv,0,4
blur,radius,2.0,5,i75Yq,irsYa,0,2
blur,radius,2.0,5,s8Nrx,1sNin,0,1
blur,radius,2.0,5,dy6dJ,eycaJ,0,2
blur,radius,2.0,5,5EJq5,5eJq5,0,4
blur,radius,2.0,5,xHuf0,rIu1Q,0,1
blur,radius,2.0,5,166zK,16xzx,0,3
blur,radius,2.0,5,8TLt0,grtip,0,0
blur,radius,2.0,5,GTTZX,Grzx,0,1
blur,radius,2.0,5,34dyX,34ccyx,0,2
blur,radius,2.0,5,ss7aZ,ssraz,0,3
blur,radius,2.0,5,Ukgw3,usgw3,0,3
blur,radius,2.0,5,t8e0P,uecuP,0,1
blur,radius,2.0,5,OL85u,at85u,0,3
blur,radius,2.0,5,38w10,38w1O,0,4
blur,radius,2.0,5,3pUKt,3euxr,0,1
blur,radius,2.0,5,ONqNH,aNqNH,0,4
blur,radius,2.0,5,ArXeq,rvxeq,0,2
blur,radius,2.0,5,GUkgN,GusgN,0,3
blur,radius,2.0,5,XZGQg,xzce9,0,0
blur,radius,2.0,5,UV17n,uv17n,0,3
blur,radius,2.0,5,eQsCi,esci,0,1
blur,radius,2.0,5,OQWvo,eeve,0,0
blur,radius,2.0,5,8AOxb,1xOrb,0,2
blur,radius,2.0,5,vgIFD,v9IfO,0,2
blur,radius,2.0,5,S5Rmg,ssRm9,0,2
blur,radius,2.0,5,IjQgf,Ie9i,0,1
blur,radius,2.0,5,akcH1,axcH1,0,4
blur,radius,2.0,5,KKJm8,rxn8,0,0
blur,radius,2.0,5,xTtqk,riat,0,0
blur,radius,2.0,5,dtDvO,arprO,0,1
blur,radius,2.0,5,lLF7Y,1tF7v,0,2
blur,radius,2.0,5,tCign,1r1gn,0,2
blur,radius,2.0,5,Edwda,Easan,0,1
blur,radius,2.0,5,0FysH,aFrsH,0,3
blur,radius,2.0,5,B6bRc,B6uRc,0,4
blur,radius,2.0,5,7tTVW,7trvvw,0,2
blur,radius,2.0,5,7Vy3u,rvy3u,0,3
blur,radius,2.0,5,SpbEn,sebtn,0,2
blur,radius,2.0,5,uMkuC,uuc,0,1
blur,radius,2.0,5,fITtE,1irtE,0,2
blur,radius,2.0,5,n6OMG,nsOwG,0,3
blur,radius,2.0,5,g9soP,g9seP,0,4
blur,radius,2.0,5,bxMGc,brwcc,0,2
blur,radius,2.0,5,KU6qq,xu6qqa,0,3
blur,radius,2.0,5,f59xL,159rt,0,2
noise,std,5,1,s1jbe,s1lbe,0,4
noise,std,5,1,4sI34,4sl34,0,4
noise,std,5,1,tKx7U,tkx7U,0,4
noise,std,5,1,Oucqi,OucqI,0,4
noise,std,5,1,gc54X,gc54X,1,5
noise,std,5,1,sJRm1,sJRm1,1,5
noise,std,5,1,g9q5K,g9q5K,1,5
noise,std,5,1,qicVz,qIcVz,0,4
noise,std,5,1,6UFX1,6UFX1,1,5
noise,std,5,1,pUpGJ,pUpGJ,1,5
noise,std,5,1,leunw,leunw,1,5
noise,std,5,1,vwgd3,wgd8,0,0
noise,std,5,1,sKDQl,sKDQI,0,4
